[INFO] [2024-11-07 12:19:27,637] Ejecutando archivo lorenz_system - 0
[INFO] [2024-11-07 12:19:27,637] ----------------------------------------------
[INFO] [2024-11-07 12:19:27,637] ----------------------------------------------
[INFO] [2024-11-07 12:19:27,637] Ejecutando ftle_variational_equations
[INFO] [2024-11-07 12:19:27,637] -- Cargando parámetros.
[INFO] [2024-11-07 12:19:27,638] -- Parámetros del proceso:
[INFO] [2024-11-07 12:19:27,638] 	 T=10
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5611031517572576, 0.9515407904524907]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.35986700343787625, 0.4400683703189383]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5665547677711784, 0.5402226685437362]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.116657303060965, 0.9876176852267586]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.45882987400104436, 0.24299254860661235]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.33547127426399026, 0.2419303676839074]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.03731926703234456, 0.2311170742398616]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.44801485284102516, 0.5931606562471856]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.8333559479458298, 0.93526385434354]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.004414443117504274, 0.8211612184224888]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5302397241718689, 0.0647706474412485]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.2631199417793231, 0.25939939651556765]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.6944735141778765, 0.6828506475659494]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.47347068776704027, 0.8425966173063592]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.6390556144874023, 0.4244499905474771]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.714285687667435, 0.255033976041498]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.11623379860918681, 0.7948428862360293]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.6646210865802605, 0.32494996345292315]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.7371901926337384, 0.9083883615307142]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.04324601967889474, 0.8079136012860886]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5755056261519651, 0.5250354885762373]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.11510466343385073, 0.9642626425088461]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5389604610587122, 0.34481177632242366]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.8154822819037719, 0.806219675383406]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5726094410674607, 0.9689067631376135]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.4752839051344897, 0.9323426745599075]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.7831623196144994, 0.20842233394316012]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.2817836882572229, 0.9014180070098097]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.8255394357264371, 0.3388141902232116]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.7104577524527609, 0.30496563531735976]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5511305449512568, 0.05393791284747229]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.13538780135103556, 0.1042529550938801]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.3602880826744337, 0.5209851764753382]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.5785108614887867, 0.28701998499503356]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.6392452317004242, 0.13602092811375976]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.4287954289012037, 0.7795690534268419]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.26429677322771383, 0.36084435121936365]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.9771165871185135, 0.7377750114489405]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.36461933869817964, 0.04947412844443888]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.7474211422547409, 0.9067210729575326]
[INFO] [2024-11-07 12:23:50,562] 	 [0.0, 0.43011300529014707, 0.28493593241150894]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.03823989221243396, 0.9802375543499059]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.31361150555019635, 0.45007910932312944]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5247253575003253, 0.8501162676447036]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5996741000289455, 0.8911063157083702]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.684656187087952, 0.5185246822331727]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.22954203392919226, 0.9475870877231236]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8407917749383201, 0.9455429000934157]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.20761820812623177, 0.8433845116812708]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.05585931887206186, 0.2909455668541626]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.9593357164412415, 0.45241017965474095]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.055843607270551376, 0.41204066410347406]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.20338171105162373, 0.27093268370653756]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5798999415664472, 0.8883391928876107]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.9547983537872589, 0.21118191796177632]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.0832520795384385, 0.9367141749671577]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.28627983338004026, 0.5385605474247815]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.30398897781913103, 0.5726882651562321]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.2958161943116816, 0.11058164833803841]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.7906837045431807, 0.405089729359167]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.705648586648124, 0.21918184673152985]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.7120899483566713, 0.7427053713955785]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5312194361423775, 0.20792964289984772]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.39885773307667716, 0.8236783528356619]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.06546523665898452, 0.029361981442295293]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.4405286106904106, 0.9847967418626602]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.7135318630820182, 0.782298093329341]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.36830376166997414, 0.4765621539644749]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.30563340054012056, 0.11137687604345459]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.04737887177913813, 0.05981558795745723]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.7221508032010301, 0.2046041100728193]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5122549032276177, 0.03171797130905096]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.21622134365821977, 0.4314692460222469]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5266672913213151, 0.20387082516190203]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8317096621526362, 0.8819679894400605]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.6634803920007862, 0.12400067969085504]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.09154819132030645, 0.4768678845735519]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.35906798089322667, 0.31197719421144643]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.10426256724961247, 0.167983240223591]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8740600983969322, 0.6857770981493266]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.449592055480903, 0.598243656682434]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.423632743307535, 0.5670298424769891]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.9025331895696764, 0.9371006236407374]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.49512836293252516, 0.6302656988525626]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8341962344955495, 0.9347120979593768]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.7364300207043792, 0.8010537707916952]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5162355157276142, 0.8682993227368749]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.6291217458164798, 0.17406212128882248]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.46523951384100026, 0.856099588923474]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.42010713764399565, 0.9976040207367817]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.11215697864406404, 0.28248180373841103]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8058836695009757, 0.29942931206142054]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.6949499476797668, 0.6751675347693936]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.4744872226494713, 0.8504419706159762]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.4397996625483511, 0.3795846667627951]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.6211486013344756, 0.09572900670251339]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.43438822708192804, 0.37589299860642567]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.028807611364203956, 0.9021726536292769]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.7029471580933759, 0.8752728448732605]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.24573303364901622, 0.6724053158432091]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5431507886701791, 0.9157743662396648]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.40291271709398735, 0.15937789398240165]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5659694520754887, 0.1810222785786667]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.2586964038231092, 0.744631732962567]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8109974636507824, 0.4475873673180871]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.2632587577073763, 0.6228836620372468]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.4767556459863853, 0.4719749515434353]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5278883060845766, 0.9971667141711471]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.8543307109502184, 0.5480240785902296]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.5099735643937524, 0.2224166133044666]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.6399337382630804, 0.9468647005888443]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.061793741099455346, 0.6562027394109982]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.9394345775486974, 0.9620863999894801]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.17162897479138883, 0.24083314322434646]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.47397123271319086, 0.8308558842668851]
[INFO] [2024-11-07 12:23:50,563] 	 [0.0, 0.3727987407936407, 0.40436640426152093]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.24436135307440376, 0.4052229891454513]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.1449636426840487, 0.33898305063776724]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7864888662907364, 0.9623896310736754]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.22367251809818156, 0.5284922673219739]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9671246223716247, 0.38888612569201886]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.38720500639245914, 0.002061750783157623]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.028846324456486494, 0.5211008557055015]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.6015013659236739, 0.784069033191738]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9447786192924269, 0.3395539929909057]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.36650480740490987, 0.4013297359616028]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.5539479175009803, 0.040535993968887296]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.49609112666225574, 0.5118120725136054]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.5821942151630354, 0.149478312639302]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.04344675289859834, 0.7016792765242499]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.12929725970910577, 0.8244264863951262]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.31033255718698605, 0.8006828322944933]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.6629613572692458, 0.7232627904542978]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.4682588600101968, 0.06095549657445176]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.22386936077911812, 0.8034240732202752]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.13792934161370063, 0.47621939384122247]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.6346115069183113, 0.09518456537466902]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.2552141876017491, 0.38549356862836637]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.09718902707790511, 0.8385020280172946]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9165129316860017, 0.43148971628370014]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.980407645448341, 0.05599169803582538]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.2533632934229343, 0.7542064546733533]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.5496204475889205, 0.5946788731251981]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.589251565624108, 0.700258664249441]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.15302239751725855, 0.8043314923186285]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.47998644028796267, 0.7329092509429342]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.0028750450354145807, 0.7745905384295935]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.8246075073749404, 0.6249660569891268]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.6305907577561111, 0.5696848427600513]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.49452757550404436, 0.5873564708410467]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.643380781387768, 0.46631003183563624]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9306533601350302, 0.17433963220751147]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9442885302820008, 0.008122869158781132]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9472194254605979, 0.06786310964273234]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.4187790076605631, 0.02746506949450822]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7373250761583476, 0.07810210280758778]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7535737493457737, 0.8014559583795221]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.5027760926080523, 0.9200805116411014]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.523868941733271, 0.512670122598565]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.046348991546215634, 0.976785111794027]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7724619545740933, 0.9451160706148514]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7811352481977936, 0.8679586004457465]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7458098561933102, 0.4786561632790165]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.09561221896893446, 0.9888996736239528]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.77567338306687, 0.27938817477393607]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.8326039951596697, 0.4902404668358389]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.8562014541768065, 0.13830107672002312]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.42150085131885806, 0.8704994313900691]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.36177577682121886, 0.34645020536123616]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.0948829640365837, 0.21894898227330395]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.800086154005126, 0.7298352905445122]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.4641974962437274, 0.8882833408849411]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.012363758615795861, 0.6161563310471831]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.2840698282663653, 0.06594001306389985]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.8347491062232458, 0.7745457472873596]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.29438152163723597, 0.25739104853203465]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.10159783054164095, 0.3368153630696644]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.6208743950681823, 0.08962865681587717]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.09186008171952798, 0.7717135826161345]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.30030260378458795, 0.8221693015249157]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7795908043377396, 0.8923316681094633]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.4765854433864609, 0.04106056341553177]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.22329545575254617, 0.1849781449758624]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.2075829725088103, 0.15686683369632848]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9694761648823894, 0.22217487472071884]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.9848375413426275, 0.6234496880120186]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7023838842685692, 0.5296376001629995]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7528421195772543, 0.22279195103715999]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.23494468011015457, 0.5121508190977114]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.52007526728332, 0.26683595957184336]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.3337068091543771, 0.9578578946951293]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.03260163372670821, 0.7074436931343033]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.8619624663700932, 0.9385696358849577]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.8866289494408902, 0.9878122327463327]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7249102484457307, 0.06053599614992777]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.7750218308508762, 0.7792925083857795]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.6505952045050067, 0.6776461912401095]
[INFO] [2024-11-07 12:23:50,564] 	 [0.0, 0.3194385803601567, 0.8004371604789533]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.3198069022847122, 0.6747017731463573]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.103086239740794, 0.4014680327566874]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.0004051157708994113, 0.9852852556605433]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.6410993867351599, 0.1645534516301983]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.508365779418077, 0.6315381704729852]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.5282017790958723, 0.32956730764906894]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8166129616211872, 0.3804954878986706]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8647957022578624, 0.46240603975972316]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.13819450113403886, 0.08307351714232547]
[INFO] [2024-11-07 12:23:50,565] 	 [0.0, 0.8314110114730705, 0.611702715930349]
